326,91.5,66,81
292,123,66,81
290,123,66,81
300,112.5,66,81
302,105,66,81
318,115.5,66,81
316,106.5,66,81
300,96,66,81
300,93,66,81
274,82.5,66,81
290,93,66,81
292,99,66,81
310,97.5,66,81
310,94.5,66,81
312,105,66,81
322,93,66,81
324,88.5,66,81
310,96,66,81
252,88.5,66,81
220,91.5,66,81
268,103.5,66,81
278,124.5,66,81
278,124.5,66,81
254,126,66,81
228,115.5,66,81
210,84,66,81
200,93,66,81
226,75,66,81
190,69,66,81
196,27,66,81
206,21,66,81
220,16.5,66,81
202,0,66,81
176,1.5,66,81
126,25.5,66,81
118,33,66,81
120,28.5,66,81
98,25.5,66,81
126,28.5,66,81
176,7.5,66,81
230,0,66,81
282,1.5,66,81
284,28.5,66,81
256,67.5,66,81
200,79.5,66,81
254,90,66,81
202,109.5,66,81
204,111,66,81
208,109.5,66,81
210,105,66,81
212,97.5,66,81
206,96,66,81
208,96,66,81
206,99,66,81
216,79.5,66,81
268,88.5,66,81
268,91.5,66,81
238,99,66,81
226,99,66,81
214,106.5,66,81
240,88.5,66,81
222,105,66,81
250,105,66,81
276,99,66,81
218,106.5,66,81
228,121.5,66,81
226,127.5,66,81
258,112.5,66,81
216,109.5,66,81
222,103.5,66,81
250,108,66,81
202,96,66,81
200,97.5,66,81
256,90,66,81
268,87,66,81
274,91.5,66,81
266,97.5,66,81
268,109.5,66,81
270,108,66,81
262,102,66,81
264,99,66,81
264,85.5,66,81
264,91.5,66,81
260,88.5,66,81
266,100.5,66,81
266,106.5,66,81
264,106.5,66,81
270,120,66,81
266,106.5,66,81
278,106.5,66,81
266,102,66,81
308,100.5,66,81
276,87,66,81
308,93,66,81
312,91.5,66,81
304,90,66,81
316,100.5,66,81
286,105,66,81
324,105,66,81
324,103.5,66,81
322,82.5,66,81
322,105,66,81
318,100.5,66,81
314,102,66,81
316,102,66,81
314,100.5,66,81
322,102,66,81
322,103.5,66,81
312,79.5,66,81
366,84,66,81
368,67.5,66,81
362,33,66,81
360,15,66,81
418,9,66,81
464,36,66,81
510,7.5,66,81
466,0,66,81
490,21,66,81
472,0,66,81
480,1.5,66,81
490,0,66,81
490,10.5,66,81
496,0,66,81
500,1.5,66,81
490,0,66,81
464,0,66,81
460,0,66,81
468,0,66,81
446,24,66,81
450,36,66,81
452,0,66,81
464,0,66,81
406,1.5,66,81
386,1.5,66,81
400,16.5,66,81
438,25.5,66,81
442,57,66,81
438,54,66,81
434,58.5,66,81
416,16.5,66,81
422,27,66,81
398,60,66,81
408,25.5,66,81
